fips,earp_months_per_year,num_events,total_recovery_months,mean_recovery_per_event,max_recovery
28017,0.0,1,0.0,0.0,0.0
28019,1.1850784,6,1760.0,293.3333333333333,980.0
28021,0.0,0,0.0,,
28023,0.0,0,0.0,,
28025,0.06625665594699467,2,98.39999992128,49.19999996064,98.39999992128
28027,0.1553861538222483,2,230.76923073372785,115.38461536686393,163.3846153594793
28029,100.51215510974393,31,149273.999925363,4815.290320173,27746.9999861265
28031,0.0,0,0.0,,
28033,0.0056525581298701305,2,8.394805194805194,4.197402597402597,5.849350649350649
28035,16.96770056296186,82,25199.30579345035,307.3086072371994,1454.0826451087876
28037,0.0,0,0.0,,
28039,86.639465808,108,128671.2,1191.3999999999999,11789.6
28041,524.9506764300987,79,779621.998440756,9868.63289165514,59345.999881308
28043,7.789197151156789,2,11568.000046272,5784.000023136,11568.000046272
28045,14.073327293215499,113,20900.77419017955,184.96260345291637,2821.7903221255174
28047,8.663341595286756,117,12866.221515559384,109.96770526119131,2196.393801676644
28049,2.340610478960333,13,3476.1197596464385,267.3938276651107,1279.8323350227947
28051,1.576000365714286,5,2340.5714285714284,468.1142857142857,1556.5714285714287
28053,0.0,0,0.0,,
28055,0.0,0,0.0,,
28059,21.44840011023256,126,31853.74418604651,252.80749354005167,5679.53488372093
28061,167.59432600000002,41,248900.0,6070.731707317073,18184.0
28063,0.0,0,0.0,,
